,
Date,Close
1/2/2020 16:00:00,0.03
1/3/2020 16:00:00,0.03
1/6/2020 16:00:00,0.03
1/7/2020 16:00:00,0.03
1/8/2020 16:00:00,0.03
1/9/2020 16:00:00,0.03
1/10/2020 16:00:00,0.03
1/13/2020 16:00:00,0.03
1/14/2020 16:00:00,0.03
1/15/2020 16:00:00,0.03
1/16/2020 16:00:00,0.03
1/17/2020 16:00:00,0.03
1/20/2020 16:00:00,0.03
1/21/2020 16:00:00,0.03
1/22/2020 16:00:00,0.03
1/23/2020 16:00:00,0.03
1/24/2020 16:00:00,0.03
1/28/2020 16:00:00,0.03
1/29/2020 16:00:00,0.03
1/30/2020 16:00:00,0.03
1/31/2020 16:00:00,0.03
2/3/2020 16:00:00,0.03
2/4/2020 16:00:00,0.03
2/5/2020 16:00:00,0.03
2/6/2020 16:00:00,0.03
2/7/2020 16:00:00,0.03
2/10/2020 16:00:00,0.03
2/11/2020 16:00:00,0.03
2/12/2020 16:00:00,0.03
2/13/2020 16:00:00,0.03
2/14/2020 16:00:00,0.03
2/17/2020 16:00:00,0.03
2/18/2020 16:00:00,0.03
2/19/2020 16:00:00,0.03
2/20/2020 16:00:00,0.03
2/21/2020 16:00:00,0.03
2/24/2020 16:00:00,0.03
2/25/2020 16:00:00,0.03
2/26/2020 16:00:00,0.03
2/27/2020 16:00:00,0.03
2/28/2020 16:00:00,0.03
3/2/2020 16:00:00,0.02
3/3/2020 16:00:00,0.02
3/4/2020 16:00:00,0.02
3/5/2020 16:00:00,0.02
3/6/2020 16:00:00,0.02
3/9/2020 16:00:00,0.02
3/10/2020 16:00:00,0.02
3/11/2020 16:00:00,0.02
3/12/2020 16:00:00,0.02
3/13/2020 16:00:00,0.01
3/16/2020 16:00:00,0.01
3/17/2020 16:00:00,0.01
3/18/2020 16:00:00,0.01
3/19/2020 16:00:00,0.01
3/20/2020 16:00:00,0.02
3/23/2020 16:00:00,0.01
3/24/2020 16:00:00,0.01
3/25/2020 16:00:00,0.02
3/26/2020 16:00:00,0.02
3/27/2020 16:00:00,0.02
3/30/2020 16:00:00,0.01
3/31/2020 16:00:00,0.01
4/1/2020 16:00:00,0.01
4/2/2020 16:00:00,0.02
4/3/2020 16:00:00,0.02
4/6/2020 16:00:00,0.02
4/7/2020 16:00:00,0.03
4/8/2020 16:00:00,0.03
4/9/2020 16:00:00,0.03
4/14/2020 16:00:00,0.03
4/15/2020 16:00:00,0.03
4/16/2020 16:00:00,0.02
4/17/2020 16:00:00,0.02
4/20/2020 16:00:00,0.03
4/21/2020 16:00:00,0.02
4/22/2020 16:00:00,0.02
4/23/2020 16:00:00,0.02
4/24/2020 16:00:00,0.03
4/27/2020 16:00:00,0.03
4/28/2020 16:00:00,0.03
4/29/2020 16:00:00,0.03
4/30/2020 16:00:00,0.03
5/1/2020 16:00:00,0.03
5/4/2020 16:00:00,0.03
5/5/2020 16:00:00,0.03
5/6/2020 16:00:00,0.03
5/7/2020 16:00:00,0.03
5/8/2020 16:00:00,0.03
5/11/2020 16:00:00,0.03
5/12/2020 16:00:00,0.03
5/13/2020 16:00:00,0.03
5/14/2020 16:00:00,0.03
5/15/2020 16:00:00,0.03
5/18/2020 16:00:00,0.03
5/19/2020 16:00:00,0.03
5/20/2020 16:00:00,0.03
5/21/2020 16:00:00,0.03
5/22/2020 16:00:00,0.03
5/25/2020 16:00:00,0.03
5/26/2020 16:00:00,0.03
5/27/2020 16:00:00,0.03
5/28/2020 16:00:00,0.03
5/29/2020 16:00:00,0.03
6/1/2020 16:00:00,0.03
6/2/2020 16:00:00,0.03
6/3/2020 16:00:00,0.03
6/4/2020 16:00:00,0.03
6/5/2020 16:00:00,0.03
6/9/2020 16:00:00,0.03
6/10/2020 16:00:00,0.03
6/11/2020 16:00:00,0.03
6/12/2020 16:00:00,0.02
6/15/2020 16:00:00,0.02
6/16/2020 16:00:00,0.02
6/17/2020 16:00:00,0.02
6/18/2020 16:00:00,0.02
6/19/2020 16:00:00,0.02
6/22/2020 16:00:00,0.02
6/23/2020 16:00:00,0.02
6/24/2020 16:00:00,0.02
6/25/2020 16:00:00,0.02
6/26/2020 16:00:00,0.02
6/29/2020 16:00:00,0.02
6/30/2020 16:00:00,0.02
7/1/2020 16:00:00,0.02
7/2/2020 16:00:00,0.02
7/3/2020 16:00:00,0.02
7/6/2020 16:00:00,0.02
7/7/2020 16:00:00,0.02
7/8/2020 16:00:00,0.02
7/9/2020 16:00:00,0.02
7/10/2020 16:00:00,0.02
7/13/2020 16:00:00,0.02
7/14/2020 16:00:00,0.02
7/15/2020 16:00:00,0.02
7/16/2020 16:00:00,0.02
7/17/2020 16:00:00,0.02
7/20/2020 16:00:00,0.02
7/21/2020 16:00:00,0.02
7/22/2020 16:00:00,0.02
7/23/2020 16:00:00,0.02
7/24/2020 16:00:00,0.02
7/27/2020 16:00:00,0.03
7/28/2020 16:00:00,0.04
7/29/2020 16:00:00,0.04
7/30/2020 16:00:00,0.04
7/31/2020 16:00:00,0.04
8/3/2020 16:00:00,0.04
8/4/2020 16:00:00,0.04
8/5/2020 16:00:00,0.04
8/6/2020 16:00:00,0.04
8/7/2020 16:00:00,0.04
8/10/2020 16:00:00,0.05
8/11/2020 16:00:00,0.04
8/12/2020 16:00:00,0.04
8/13/2020 16:00:00,0.04
8/14/2020 16:00:00,0.04
8/17/2020 16:00:00,0.04
8/18/2020 16:00:00,0.05
8/19/2020 16:00:00,0.05
8/20/2020 16:00:00,0.05
8/21/2020 16:00:00,0.05
8/24/2020 16:00:00,0.05
8/25/2020 16:00:00,0.05
8/26/2020 16:00:00,0.05
8/27/2020 16:00:00,0.05
8/28/2020 16:00:00,0.04
8/31/2020 16:00:00,0.04
9/1/2020 16:00:00,0.04
9/2/2020 16:00:00,0.05
9/3/2020 16:00:00,0.04
9/4/2020 16:00:00,0.04
9/7/2020 16:00:00,0.04
9/8/2020 16:00:00,0.04
9/9/2020 16:00:00,0.04
9/10/2020 16:00:00,0.04
9/11/2020 16:00:00,0.04
9/14/2020 16:00:00,0.04
9/15/2020 16:00:00,0.04
9/16/2020 16:00:00,0.04
9/17/2020 16:00:00,0.04
9/18/2020 16:00:00,0.04
9/21/2020 16:00:00,0.04
9/22/2020 16:00:00,0.04
9/23/2020 16:00:00,0.04
9/24/2020 16:00:00,0.04
9/25/2020 16:00:00,0.04
9/28/2020 16:00:00,0.04
9/29/2020 16:00:00,0.04
9/30/2020 16:00:00,0.04
10/1/2020 16:00:00,0.04
10/2/2020 16:00:00,0.04
10/5/2020 16:00:00,0.04
10/6/2020 16:00:00,0.04
10/7/2020 16:00:00,0.04
10/8/2020 16:00:00,0.04
10/9/2020 16:00:00,0.04
10/12/2020 16:00:00,0.04
10/13/2020 16:00:00,0.04
10/14/2020 16:00:00,0.04
10/15/2020 16:00:00,0.04
10/16/2020 16:00:00,0.04
10/19/2020 16:00:00,0.04
10/20/2020 16:00:00,0.04
10/21/2020 16:00:00,0.05
10/22/2020 16:00:00,0.05
10/23/2020 16:00:00,0.05
10/26/2020 16:00:00,0.06
10/27/2020 16:00:00,0.06
10/28/2020 16:00:00,0.06
10/29/2020 16:00:00,0.06
10/30/2020 16:00:00,0.05
11/2/2020 16:00:00,0.05
11/3/2020 16:00:00,0.05
11/4/2020 16:00:00,0.06
11/5/2020 16:00:00,0.06
11/6/2020 16:00:00,0.07
11/9/2020 16:00:00,0.07
11/10/2020 16:00:00,0.07
11/11/2020 16:00:00,0.07
11/12/2020 16:00:00,0.07
11/13/2020 16:00:00,0.07
11/16/2020 16:00:00,0.07
11/17/2020 16:00:00,0.08
11/18/2020 16:00:00,0.1
11/19/2020 16:00:00,0.1
11/24/2020 16:00:00,0.12
11/25/2020 16:00:00,0.12
11/26/2020 16:00:00,0.1
11/27/2020 16:00:00,0.09
11/30/2020 16:00:00,0.1
12/1/2020 16:00:00,0.11
12/2/2020 16:00:00,0.1
12/3/2020 16:00:00,0.1
12/4/2020 16:00:00,0.1
12/7/2020 16:00:00,0.1
12/8/2020 16:00:00,0.09
12/9/2020 16:00:00,0.08
12/10/2020 16:00:00,0.08
12/11/2020 16:00:00,0.08
12/14/2020 16:00:00,0.09
12/15/2020 16:00:00,0.08
12/16/2020 16:00:00,0.08
12/17/2020 16:00:00,0.1
12/18/2020 16:00:00,0.09
